ID_Temps,ID_Condition,Temperature,Humidite,Vitesse_Vent
56861,35,13.89,0.93,9.66
34731,12,10.56,0.63,11.27
13743,12,17.78,0.35,22.54
152,9,11.11,0.54,30.59
50844,9,28.89,0.31,12.88
56243,9,19.08,0.48,11.17
9228,12,20.91,0.64,5.28
50245,9,13.89,0.77,11.27
4147,12,4.44,0.89,20.93
37183,25,12.22,0.72,30.59
53250,9,15.0,0.83,17.71
49327,9,12.83,0.9,13.86
27524,9,16.11,0.62,24.15
29330,12,12.79,0.77,13.17
49333,12,26.11,0.31,4.83
42560,12,12.78,0.9,9.66
58962,15,18.33,0.73,3.22
6934,9,21.09,0.64,7.52
56873,9,3.96,0.92,6.52
38443,35,17.86,0.4,10.96
3584,12,32.08,0.56,10.56
29648,9,23.72,0.58,3.38
38137,15,26.16,0.53,9.34
11319,12,18.23,0.81,9.4
12850,12,14.13,0.99,5.06
6949,12,23.99,0.61,13.51
47035,12,10.97,0.81,12.4
5645,24,-11.83,0.96,3.65
12262,11,-7.13,0.96,3.08
29937,9,4.96,0.82,20.38
12579,23,-3.23,0.72,10.09
52335,9,2.29,0.86,10.96
25425,11,-0.55,0.88,7.49
53897,24,-0.6,0.92,6.23
32352,24,-3.84,0.92,12.69
50272,9,8.5,0.78,20.64
31716,12,27.85,0.48,14.43
39349,15,22.71,0.92,3.19
6621,9,19.34,0.79,13.8
27229,13,12.08,0.93,12.99
23068,12,29.19,0.53,20.88
9251,9,22.06,0.74,15.34
15305,12,20.12,0.92,7.79
53279,9,3.32,0.94,3.38
33258,9,12.38,0.6,11.33
13485,12,7.94,0.52,25.31
51194,35,18.93,0.34,17.9
52971,35,6.02,0.51,24.97
33867,33,-3.94,0.69,24.7
38478,3,8.82,0.93,34.82
23964,9,12.77,0.83,4.81
28431,12,14.37,0.87,16.99
35390,12,19.67,0.62,9.27
15315,12,9.61,0.88,10.48
23969,13,4.99,1.0,7.74
7507,13,6.07,0.96,10.58
20675,13,4.91,0.93,4.49
500,9,13.82,0.59,7.41
8112,12,3.64,0.89,12.43
56610,9,14.82,0.62,15.25
16564,12,11.07,0.43,0.13
30837,15,11.08,0.5,1.71
11064,13,13.94,0.96,6.44
27866,35,12.71,0.96,13.81
28782,35,10.58,0.96,11.21
51209,12,19.71,0.57,13.56
50913,12,11.13,0.43,8.84
45301,12,31.06,0.27,4.6
36312,12,22.24,0.73,3.22
56933,12,4.07,0.71,7.37
53303,24,-2.76,0.93,6.52
5378,11,-0.57,0.91,5.64
7822,11,-0.57,0.92,6.33
5379,35,2.76,0.92,10.88
55718,35,1.11,0.74,8.11
26665,9,1.57,0.9,12.48
16281,24,-1.52,0.99,6.23
31753,35,6.09,0.94,15.31
9011,9,5.04,0.93,13.89
14990,35,0.05,0.84,17.4
51810,23,-1.09,0.83,15.04
47092,24,-3.78,0.99,9.42
4509,11,-4.95,0.92,12.33
40612,12,32.64,0.44,8.87
50324,9,20.13,0.87,5.75
20704,9,19.63,0.79,14.59
50327,9,17.38,0.91,5.54
6040,9,19.98,0.68,17.36
40894,12,14.98,0.78,12.33
15658,9,15.18,0.91,4.25
20709,9,16.78,0.91,16.23
58135,12,27.19,0.44,13.89
59908,9,23.75,0.59,15.76
59612,12,12.27,0.51,7.39
18055,12,13.87,0.92,9.66
4520,9,17.14,0.87,4.73
56966,12,22.42,0.51,0.31
5105,12,28.87,0.37,5.15
3942,15,15.01,0.44,1.38
33621,12,4.34,0.64,7.7
48802,24,-4.98,0.92,3.03
22229,35,1.08,0.79,4.22
15677,35,0.01,0.82,6.02
42365,24,-0.02,0.92,4.36
31455,12,16.39,0.63,3.16
18957,15,0.98,0.73,6.26
36977,15,11.12,0.75,2.95
13536,12,17.76,0.53,1.77
26085,15,17.2,0.84,6.44
11709,15,15.98,0.81,1.59
30008,15,31.04,0.26,11.0
57558,12,20.34,0.68,14.33
21023,9,16.73,0.66,3.41
32419,15,15.09,0.86,1.53
3952,9,19.86,0.54,5.1
8436,12,23.75,0.41,26.44
27006,35,11.11,0.8,4.83
29424,9,21.11,0.49,22.54
39147,9,20.09,0.67,26.77
43553,13,0.98,0.93,8.74
58477,9,1.3,0.83,8.21
42658,24,-4.52,1.0,3.16
18360,12,0.04,0.62,24.12
55137,24,-2.55,1.0,7.82
34829,33,-9.44,0.88,0.0
19562,9,2.78,0.82,20.93
2738,12,6.11,0.45,8.05
22861,12,3.89,0.82,3.22
39156,24,-17.78,0.0,4.83
35477,21,0.0,0.85,11.27
40655,12,18.09,0.78,12.51
34558,12,28.01,0.44,20.79
43561,15,27.02,0.52,11.21
18078,15,16.12,0.92,3.08
28222,15,19.78,0.69,13.09
24933,15,1.11,0.61,6.44
2459,12,13.89,0.36,11.27
29457,12,16.06,0.33,10.72
57898,12,1.11,0.69,11.27
51274,15,20.0,0.31,11.27
17210,15,3.46,0.86,11.37
13259,12,7.78,0.4,12.88
52455,21,-2.78,0.71,9.66
31202,12,7.78,0.43,3.22
51576,12,22.22,0.38,4.83
12682,35,6.21,0.78,12.96
41229,35,13.84,0.96,6.28
1233,9,4.86,0.93,5.62
48033,9,7.63,0.86,6.52
41530,35,12.78,0.66,11.08
21062,12,13.89,0.46,10.38
1531,12,18.17,0.69,6.3
41832,12,12.67,0.9,3.48
36404,35,7.17,0.93,4.88
26126,15,6.19,0.79,7.84
3072,35,0.63,0.92,6.67
10846,23,-4.73,0.92,1.53
48301,24,-2.13,0.96,1.55
4287,12,4.59,0.92,10.8
13597,9,0.07,0.67,14.04
36406,33,-9.54,0.77,10.71
49156,35,1.67,0.92,16.99
46251,13,2.29,0.96,5.62
30657,12,27.16,0.56,10.66
54876,12,29.78,0.44,14.43
49815,12,25.91,0.29,14.3
938,15,32.22,0.33,4.75
30947,12,32.49,0.39,7.65
32802,12,32.81,0.37,9.18
36738,12,10.74,0.95,3.27
5161,35,11.21,0.82,11.03
48601,12,18.67,0.95,4.56
8490,12,27.19,0.69,3.16
54015,12,27.24,0.65,15.49
8211,15,4.88,0.79,10.55
5801,9,10.56,0.78,13.06
43909,9,27.68,0.62,0.72
3104,12,12.33,0.72,9.21
21698,35,8.41,0.86,11.0
27379,15,7.22,0.93,17.55
22917,15,6.48,0.89,10.43
40708,23,-2.22,0.7,12.48
46870,9,8.96,0.8,28.63
24697,35,11.13,0.93,3.48
21407,9,19.91,0.73,14.15
37349,13,7.08,0.96,3.11
54032,15,22.22,0.53,11.51
2802,12,16.11,0.81,3.51
37355,12,19.93,0.69,12.33
6780,12,15.26,0.43,12.24
54038,9,7.71,0.6,11.96
24700,15,4.11,0.69,3.38
30383,15,14.98,0.44,5.62
50732,12,14.49,0.41,9.0
52515,12,15.13,0.66,10.11
14790,12,10.03,0.65,0.52
13007,15,1.99,0.85,3.14
15777,9,18.64,0.85,8.82
41005,9,22.54,0.74,15.09
35874,12,22.15,0.59,20.09
30979,9,17.94,0.72,15.36
50461,12,18.18,0.7,18.95
2809,12,13.4,0.74,10.58
57657,9,22.11,0.82,0.0
36154,14,7.19,0.6,34.44
40157,35,7.96,0.87,3.78
19054,35,9.77,0.68,23.47
13332,12,8.91,0.49,22.11
34330,9,6.18,0.69,12.53
54052,9,7.76,0.84,23.75
55217,13,3.54,0.96,6.36
14205,35,8.8,0.89,24.57
57666,13,1.12,0.92,9.08
18768,15,6.37,0.98,4.93
10305,12,25.01,0.39,4.54
41891,12,16.87,0.76,3.14
29824,15,23.77,0.55,3.22
53442,15,32.82,0.21,15.55
22039,9,18.84,0.68,16.95
6477,12,17.52,0.72,7.66
355,9,18.33,0.78,20.08
50159,35,17.18,0.67,6.63
53756,12,12.83,0.42,23.89
53451,35,5.12,0.92,25.18
3146,12,12.74,0.68,1.74
56155,12,20.21,0.49,3.08
15497,9,1.11,0.85,15.92
17876,12,8.77,0.73,2.14
24741,12,10.89,0.54,21.53
7966,23,-0.25,0.76,3.57
18478,35,8.84,0.93,11.91
37717,35,6.14,0.86,1.79
8549,9,7.8,0.78,12.3
42492,13,12.25,0.87,10.75
11531,9,11.64,0.72,0.0
30131,13,9.27,0.93,7.12
16722,12,19.71,0.45,0.5
43065,9,5.83,0.78,5.88
6507,12,29.95,0.37,9.29
37725,25,18.77,0.68,34.74
16128,15,10.97,0.86,0.52
36492,15,29.73,0.39,16.97
4673,15,22.29,0.55,13.73
25940,12,14.82,0.83,3.46
28628,12,31.07,0.47,9.37
48115,12,28.83,0.31,6.49
50187,9,6.02,0.86,16.79
26836,35,7.57,0.93,7.08
29252,24,-6.04,0.92,7.82
25643,33,-0.73,0.7,8.0
36502,21,-0.05,0.76,17.53
5874,9,1.03,0.76,12.51
38691,12,7.19,0.55,10.34
1648,12,1.69,0.79,16.99
58894,9,6.02,0.77,21.82
32247,23,-8.79,0.85,9.58
6854,12,17.24,0.93,10.47
17908,12,22.59,0.69,20.41
24766,12,22.04,0.49,3.16
59775,12,14.97,0.93,5.91
33786,12,23.81,0.53,8.08
41944,35,4.33,0.92,2.79
51388,9,12.78,0.35,19.74
31929,35,7.21,0.64,14.92
51390,35,5.37,0.72,5.76
45499,12,18.82,0.34,20.01
27465,12,18.82,0.48,26.73
24476,12,15.93,0.81,5.3
48984,12,22.34,0.63,8.07
3204,35,12.76,0.9,3.69
1982,12,15.46,0.84,6.3
50205,12,4.79,0.77,17.36
16169,12,7.86,0.8,10.08
37760,9,12.29,0.37,12.8
52593,9,2.84,0.7,11.54
37761,13,10.09,0.93,3.04
59236,12,20.77,0.57,3.69
33180,9,13.24,0.84,3.36
21788,9,6.54,0.89,3.11
27776,9,19.84,0.69,2.4
29888,9,7.14,0.93,9.72
18841,9,12.66,0.69,14.3
5586,35,12.17,0.74,9.37
9192,9,16.09,0.62,3.04
10083,9,13.92,0.67,10.69
14585,15,13.77,0.75,3.22
46971,12,26.23,0.42,8.1
46356,35,11.11,0.66,0.0
25353,9,12.78,0.64,14.49
33807,12,17.78,0.56,11.27
52603,9,18.89,0.87,0.0
45201,12,17.22,0.87,0.0
36550,9,23.33,0.55,6.44
48712,12,8.89,0.77,28.92
39009,35,3.33,1.0,17.71
21509,35,0.52,0.83,20.5
20027,24,-1.11,1.0,16.1
55308,35,5.0,0.96,14.49
52011,24,-5.0,0.84,8.05
42545,24,-6.11,0.92,4.83
50234,24,-0.38,0.99,3.43
39018,9,0.03,0.92,6.55
53540,12,31.11,0.32,14.49
14614,13,13.04,0.96,3.53
14293,9,20.96,0.79,3.04
35652,35,8.91,0.48,15.58
58668,35,3.89,0.7,11.27
25705,35,6.11,0.53,14.49
25707,35,13.78,0.53,5.43
54424,9,7.78,0.83,6.44
49029,12,10.0,0.86,9.66
39034,15,12.22,0.86,8.05
8942,13,6.06,1.0,4.93
58955,9,15.16,0.82,13.93
4443,9,5.56,0.7,20.93
46402,12,5.0,0.76,9.66
33538,12,17.22,0.81,8.05
52318,35,10.0,0.77,11.27
29640,12,17.22,0.44,9.66
3580,35,20.0,0.53,4.83
46116,35,13.7,0.69,21.3
52943,35,12.77,0.78,9.98
45552,15,9.03,0.94,3.14
57471,12,8.94,0.83,9.13
3268,12,2.87,0.89,12.41
40275,13,14.84,0.94,0.14
8666,9,10.05,0.86,25.66
4755,9,8.7,0.94,19.96
23350,35,2.67,0.96,24.79
23639,11,-7.14,0.98,1.96
24253,9,7.82,0.96,24.33
56272,23,-5.07,0.81,15.76
57486,13,0.15,0.99,13.83
15293,13,7.26,0.97,6.46
4759,35,1.18,0.75,14.68
52337,21,-2.58,0.86,13.25
32018,21,-7.71,0.88,6.44
50270,3,2.73,0.76,30.01
23648,13,0.02,0.96,3.04
33855,13,0.14,0.99,1.69
2053,12,27.2,0.65,9.21
48202,35,17.55,0.97,22.22
49357,9,17.73,0.98,13.09
28418,12,21.87,0.7,15.91
31400,9,20.79,0.72,16.68
51188,12,29.87,0.44,21.03
11049,12,28.87,0.55,17.24
30538,35,2.24,0.73,14.46
26327,9,7.63,0.86,13.31
16557,9,16.91,0.92,6.54
3898,12,8.93,0.99,0.0
19501,9,13.13,0.8,24.63
16567,12,7.12,1.0,3.53
44967,35,18.14,0.9,13.62
57821,9,17.21,0.73,9.27
45291,15,7.36,0.99,5.31
55086,12,17.53,0.53,10.26
16573,9,9.97,0.77,7.6
37235,35,17.31,0.53,8.98
48505,15,10.46,0.75,6.3
54785,12,23.86,0.49,17.6
35738,12,18.67,0.85,3.08
55711,12,30.83,0.41,22.51
40602,15,27.89,0.38,15.78
5372,12,18.89,0.62,11.4
59021,15,18.19,0.97,6.44
11075,11,-1.04,0.93,4.65
27583,24,-2.73,0.96,6.42
17722,35,11.12,0.71,28.03
26662,21,-0.04,0.83,19.79
14380,11,-1.87,0.79,11.77
4207,11,-3.31,0.95,10.87
19810,11,-2.76,0.92,4.65
58125,24,-2.22,1.0,3.27
58433,12,2.39,0.99,9.72
56945,14,7.82,0.76,32.34
21303,13,2.89,1.0,9.45
38502,35,3.18,1.0,5.89
17730,35,2.08,0.7,25.95
1455,11,-2.78,0.92,10.43
58742,9,3.63,0.93,10.55
15654,12,32.94,0.32,15.75
14390,12,28.75,0.55,4.43
12326,9,28.01,0.5,15.89
38814,12,24.95,0.54,11.08
12328,12,23.84,0.41,17.24
2096,12,35.95,0.31,9.08
11088,9,19.8,0.85,10.71
53322,12,24.53,0.71,9.37
26991,25,12.77,0.78,29.17
15663,12,11.2,0.79,7.1
38514,12,5.32,0.79,5.73
24007,9,13.84,0.51,9.47
14109,33,-7.78,0.99,1.69
27898,15,11.72,0.78,4.23
3656,12,24.92,0.54,4.56
1186,12,26.11,0.31,4.36
55738,12,27.13,0.28,1.08
10493,12,20.92,0.69,3.22
8146,9,17.78,0.84,6.44
48807,35,0.23,0.92,4.43
255,9,12.6,0.57,19.29
42369,12,2.16,0.73,7.63
23129,15,11.1,0.29,9.08
11396,15,8.96,0.89,3.12
52717,25,13.82,0.65,29.37
35136,12,15.99,0.53,3.33
46504,9,9.96,0.93,3.24
2718,12,18.75,0.73,11.06
1817,15,17.53,0.57,3.33
27005,12,31.04,0.35,10.87
31784,12,13.89,0.77,11.27
885,12,24.22,0.32,3.98
24017,12,20.96,0.39,21.7
2728,19,22.71,0.29,23.31
22854,12,15.99,0.72,2.67
24022,15,22.71,0.41,12.04
1209,11,-10.0,0.8,16.1
41791,11,-10.0,0.81,12.83
10516,15,2.43,0.86,11.21
12669,14,2.22,0.69,28.98
14129,15,0.56,0.79,17.37
36993,9,6.11,0.65,4.83
9354,35,7.22,0.71,25.76
55773,15,35.04,0.32,9.35
52127,12,19.35,0.53,16.76
20155,9,25.86,0.43,17.26
33330,15,34.03,0.29,16.0
53359,9,29.78,0.37,17.08
37621,15,27.78,0.46,16.82
47149,9,27.22,0.51,11.08
23163,9,14.98,0.96,3.61
12949,12,11.11,0.56,8.05
27031,9,5.0,0.82,3.22
50384,33,-2.78,0.5,14.49
12953,4,15.56,0.72,40.25
9368,9,9.32,0.7,17.08
51282,12,17.5,0.8,21.46
10536,35,8.89,1.0,13.91
57008,9,5.11,0.99,7.87
46545,9,10.97,0.78,14.07
25542,12,5.96,0.93,11.43
44746,9,15.99,0.41,12.25
42975,9,7.78,0.89,4.72
34278,35,18.67,0.56,19.9
25237,12,13.96,0.76,7.42
51582,12,9.38,0.86,6.44
38259,9,10.3,0.67,13.4
53684,9,31.98,0.35,7.16
20474,12,23.91,0.48,19.95
33967,12,14.31,0.73,8.39
20763,35,6.06,1.0,3.01
6,13,0.12,1.0,12.32
19005,24,-2.15,1.0,3.22
28873,35,2.78,0.85,24.97
27667,35,2.11,0.93,19.61
5780,24,-2.16,1.0,3.56
2486,9,4.71,0.94,9.06
9658,15,11.32,0.77,9.26
21675,9,1.18,0.75,22.07
22297,23,-3.82,0.84,11.48
2164,35,2.84,0.89,14.1
5154,33,-2.82,0.92,3.36
48305,24,-1.11,0.92,7.65
11773,11,-0.65,0.92,6.17
56093,23,-12.71,0.48,22.6
28881,13,2.14,0.93,9.32
26449,9,20.2,0.84,5.55
20781,15,17.78,0.97,6.02
33370,15,18.34,0.97,3.14
27366,12,27.85,0.62,4.46
51886,12,27.29,0.47,2.75
40689,12,20.91,0.86,2.72
20497,9,22.29,0.79,11.06
1558,9,27.94,0.55,2.91
53091,12,29.99,0.54,14.06
4025,15,2.06,0.89,10.58
34598,12,7.21,0.5,7.5
21394,9,6.04,0.87,12.65
38289,9,13.96,0.76,4.83
52810,9,11.04,0.93,0.0
36752,35,13.24,0.74,10.38
46582,9,14.38,0.9,3.43
2506,9,17.92,0.72,20.85
44498,15,7.73,0.73,28.03
14485,12,10.44,0.73,13.94
58545,35,7.13,0.92,4.89
34605,15,2.97,0.96,8.23
34905,15,14.93,0.93,11.01
49182,9,27.11,0.39,21.11
45703,33,-2.98,0.83,6.3
53421,9,20.1,0.48,19.5
31561,12,18.89,0.53,16.23
54600,15,17.22,0.76,14.41
55502,13,16.11,1.0,3.65
28266,15,15.53,0.93,6.6
2522,12,26.08,0.31,20.25
6778,15,11.18,0.65,2.8
20214,15,12.58,0.54,15.13
41001,12,2.27,0.81,3.32
53736,15,7.76,0.89,3.3
29210,9,23.51,0.28,17.53
15467,12,12.24,0.37,14.76
3115,15,4.34,0.71,7.18
19644,9,17.16,0.87,3.48
10603,13,2.78,0.89,11.01
45431,11,-2.83,0.79,8.05
2812,11,-3.87,0.85,1.47
49496,24,-5.03,0.85,4.91
47216,12,2.27,0.8,21.65
33115,11,-0.78,0.87,7.44
33408,15,10.12,0.57,9.48
2213,9,1.25,0.92,9.64
7939,9,7.84,0.71,17.39
50745,9,2.96,0.75,17.82
29823,12,2.96,0.81,22.97
42184,15,3.87,0.92,12.32
19649,15,30.05,0.27,12.8
2829,15,20.06,0.61,6.39
11505,15,27.2,0.52,4.23
16699,12,24.01,0.53,3.41
51352,12,33.84,0.23,8.48
11822,9,23.73,0.55,16.07
8534,9,25.98,0.49,9.35
37695,15,14.52,0.8,3.48
10027,9,7.76,0.71,17.58
30703,9,7.11,0.7,11.35
7955,12,10.07,0.61,16.95
45461,35,10.67,0.86,13.73
36794,35,15.23,0.86,4.89
57085,9,15.53,0.87,11.99
11530,9,12.22,0.72,11.03
57384,12,16.24,0.63,19.06
55894,9,12.22,0.8,9.61
8559,35,12.71,0.82,14.36
1938,9,6.51,0.8,6.42
44556,12,17.87,0.36,11.24
9157,12,27.86,0.36,23.44
4951,15,22.02,0.67,10.56
37407,12,27.76,0.4,10.47
23551,9,6.04,0.8,25.87
56792,35,2.73,0.89,17.39
8569,9,6.33,0.92,6.6
48119,9,9.88,0.77,4.64
56176,11,-1.07,0.92,14.12
48120,11,-4.97,0.82,1.58
31618,13,6.06,0.99,17.21
43384,33,-0.23,0.88,11.0
12175,15,6.11,0.45,11.54
36197,12,5.32,0.72,1.16
4379,9,1.16,0.85,0.4
6520,13,1.48,0.92,7.13
25046,9,10.34,0.77,5.25
46656,13,2.45,0.95,2.74
34372,9,0.19,0.81,3.86
41642,9,22.78,0.67,3.61
44579,12,17.08,0.72,20.21
3196,9,17.71,0.93,6.28
1971,12,28.91,0.4,4.65
28648,12,23.29,0.71,6.17
11241,12,23.89,0.54,10.71
46961,13,2.93,0.92,6.49
48690,9,12.63,0.7,3.14
57130,9,25.89,0.29,7.7
17052,12,23.57,0.48,8.53
49574,9,23.94,0.53,7.41
13981,9,12.78,0.82,5.07
8299,12,17.22,0.52,9.19
23296,35,7.11,0.78,12.2
55276,15,3.99,0.93,6.75
13700,12,12.92,0.64,1.69
21495,12,13.5,0.75,22.75
23897,35,9.45,0.84,17.28
9191,12,26.09,0.39,6.92
1050,35,10.93,0.84,5.81
55283,9,10.87,0.87,10.27
20019,35,12.83,0.77,12.74
45196,9,21.18,0.24,24.68
37151,12,32.31,0.31,2.14
2611,12,21.11,0.79,9.66
31662,12,16.67,0.93,6.44
1688,13,2.78,0.96,3.22
41365,24,-2.78,0.92,6.44
50825,3,2.22,0.72,35.42
46986,23,-2.22,0.75,16.1
39617,9,2.31,0.78,16.62
44610,21,-2.78,0.71,9.66
31357,24,-10.0,0.92,3.22
8042,12,18.89,0.56,14.49
22733,12,19.06,0.37,20.25
45815,12,12.78,0.86,3.22
8924,35,16.11,0.81,12.88
13735,12,12.22,0.8,6.44
35972,35,25.0,0.54,20.93
49616,12,21.67,0.59,6.44
29010,9,5.31,0.51,10.37
8637,35,3.89,0.92,8.05
35656,35,7.81,0.83,23.7
29912,35,7.67,0.9,23.14
1081,9,16.11,0.67,11.27
51443,12,6.23,0.93,5.36
159,35,1.11,0.69,14.49
19457,9,5.0,0.76,20.93
14920,9,4.11,0.89,8.65
36880,35,13.33,0.96,0.0
36269,12,16.11,0.62,14.49
51455,9,15.56,0.72,6.44
6602,9,16.67,0.81,6.44
9848,12,17.22,0.75,14.49
23039,12,14.88,0.68,16.12
19178,15,8.59,0.87,5.89
14636,35,25.16,0.77,13.23
44931,9,25.9,0.61,7.95
29341,13,1.04,0.93,4.78
37835,35,9.74,0.87,15.44
9531,35,2.18,0.92,23.89
47927,9,7.22,0.72,21.64
28133,21,-2.26,0.7,4.64
44361,24,-1.95,0.96,13.38
36280,13,0.01,0.92,12.57
24257,24,-0.6,0.96,6.39
51472,24,-12.18,0.88,3.22
38145,11,-1.06,0.92,17.53
11333,9,17.59,0.97,7.91
2659,9,27.43,0.66,6.68
48484,9,18.82,0.93,16.39
2661,12,27.24,0.45,8.13
41731,12,11.58,0.54,24.68
8377,9,15.43,0.93,3.09
36916,9,17.32,0.73,12.74
35714,9,8.3,0.87,8.24
41422,9,7.23,0.96,10.71
16563,35,3.12,0.96,7.18
14351,35,3.92,0.92,20.91
20379,13,0.14,0.99,3.35
40011,13,6.37,0.99,7.66
30250,23,-0.31,0.92,3.98
19793,9,12.24,0.8,15.6
22194,9,16.55,0.9,11.25
31734,15,12.83,0.8,10.24
40018,12,17.02,0.59,4.56
51802,35,17.6,0.61,9.11
39697,15,8.64,0.69,6.15
57218,9,11.14,0.8,11.21
24571,12,12.83,1.0,7.92
56621,9,22.24,0.68,11.06
26350,12,23.75,0.41,20.85
37860,9,18.77,0.87,3.09
35740,12,12.81,1.0,4.83
35742,9,22.07,0.69,9.42
7824,13,1.13,0.92,6.41
59897,12,5.02,0.69,20.61
1778,35,1.76,0.89,16.86
16586,11,-0.09,0.83,19.74
6029,9,3.92,0.92,14.31
59028,11,-5.99,0.91,10.64
45311,11,-4.86,0.84,10.69
56940,24,-0.05,0.99,15.6
30566,24,-3.81,0.98,13.7
40023,24,-2.17,0.96,13.97
5083,12,9.95,0.46,15.78
49396,23,-2.87,0.85,21.19
16284,24,-4.94,0.99,1.55
37249,9,5.13,0.86,13.57
29714,9,19.07,0.72,4.64
21006,12,23.04,0.69,6.44
39723,12,27.39,0.59,7.74
246,11,-0.86,0.75,8.29
14402,24,-5.93,0.99,6.42
55402,12,7.02,0.9,2.87
31762,15,9.84,0.74,4.65
29405,12,1.03,0.64,29.12
31765,12,22.11,0.73,1.77
3938,12,25.07,0.53,8.48
52414,12,14.93,0.36,15.94
48801,15,13.04,0.5,2.95
45906,24,-3.83,0.92,3.03
559,11,-1.07,0.92,1.55
27000,12,7.08,0.69,16.74
23126,12,12.02,0.63,19.92
7551,9,11.12,0.86,11.08
7854,12,11.13,0.32,13.69
47399,9,14.91,0.6,21.83
13538,15,21.94,0.48,11.04
46202,15,20.74,0.51,13.97
18348,15,28.87,0.37,27.72
51548,12,6.11,0.53,9.66
3953,12,7.78,0.43,11.27
51836,12,4.74,0.47,14.12
17183,12,12.78,0.83,12.88
41192,12,13.86,0.64,3.53
57872,9,9.44,0.89,14.49
17190,12,19.87,0.85,7.63
8746,15,20.22,0.51,11.33
50652,12,30.97,0.27,14.41
57261,9,2.74,0.95,19.59
38844,11,-0.05,0.86,9.45
16902,13,1.11,0.92,11.27
58166,21,-13.7,0.85,8.07
56066,23,-3.89,0.78,11.27
26703,9,2.22,0.75,25.76
898,35,0.56,0.82,11.27
56672,12,16.39,0.79,2.98
58175,12,22.71,0.73,15.26
45654,9,22.22,0.75,3.45
32448,15,22.18,0.79,0.0
35485,9,26.09,0.42,7.97
55445,12,26.19,0.39,11.61
46228,15,33.91,0.32,8.05
31495,9,29.95,0.35,12.03
57003,33,-3.89,0.55,11.27
44734,12,28.98,0.26,8.23
11133,12,22.22,0.49,8.05
19581,35,9.49,0.68,16.78
44459,12,7.67,0.86,23.41
48840,9,14.81,0.84,11.8
28231,35,12.65,0.73,28.43
46548,35,8.89,0.71,12.53
8470,12,15.38,0.91,15.17
12063,9,15.15,0.5,14.72
55460,9,10.68,0.81,5.78
46239,12,5.33,0.95,5.89
17801,9,32.15,0.43,12.65
29772,12,22.13,0.82,4.25
50991,9,12.85,0.83,12.86
17513,13,0.02,0.93,1.51
45958,21,-1.9,0.95,3.69
50994,9,6.15,0.93,17.02
51587,35,2.14,0.86,11.41
40121,11,-4.36,0.86,5.49
58521,11,-2.92,0.73,9.18
17228,11,-2.76,0.56,14.52
34878,9,0.16,0.85,5.14
55479,23,-7.45,0.75,10.87
57029,35,1.14,0.77,7.07
9981,35,0.06,0.86,3.33
26448,12,16.48,0.96,1.01
57032,9,21.02,0.78,8.86
32488,9,22.24,0.49,15.75
18411,12,27.2,0.48,12.01
5795,9,21.67,0.81,6.34
41250,12,27.29,0.64,12.59
52497,15,21.37,0.9,4.43
57939,12,11.0,0.74,23.23
34893,25,7.13,0.71,34.23
13895,23,-2.29,0.92,14.02
41851,15,2.75,0.57,15.23
21094,35,11.09,0.78,9.74
38899,9,16.0,0.78,10.84
23790,9,12.85,0.96,3.51
40702,9,16.02,0.77,8.07
39510,12,13.96,0.66,24.01
57053,15,7.15,0.87,15.94
629,12,12.08,0.75,16.92
36425,13,5.42,1.0,3.24
14487,35,7.2,0.74,21.98
26156,15,17.11,0.82,4.81
12421,9,10.37,0.78,5.89
12423,9,8.91,0.77,10.72
28583,15,10.42,0.93,0.0
39816,15,8.87,0.89,3.22
3748,12,16.43,0.66,2.99
18747,15,26.06,0.36,20.91
19916,15,21.06,0.68,3.04
6148,9,19.71,0.64,2.04
51334,12,11.12,0.46,6.65
44792,12,11.3,0.58,7.63
48628,35,18.28,0.59,10.47
44515,9,14.93,0.71,16.53
56441,9,21.47,0.83,6.44
53743,12,5.28,0.75,9.63
44520,11,-2.75,0.81,5.33
57961,11,-3.87,0.85,7.29
25887,12,7.27,0.73,4.59
43926,35,7.92,0.71,3.28
16397,15,4.02,0.82,12.36
56136,23,-0.93,0.91,13.01
15479,12,7.81,0.89,9.06
29531,33,-0.12,0.82,17.39
14806,25,6.19,0.7,32.89
22036,12,0.07,0.92,4.94
58858,9,0.33,0.91,4.43
34334,12,11.06,0.71,10.82
54329,9,12.27,0.72,9.63
44818,12,25.0,0.33,11.54
45729,12,23.81,0.35,28.4
35239,15,12.71,0.72,2.98
3463,12,28.78,0.32,8.19
3780,15,32.31,0.38,17.58
7375,9,22.64,0.57,1.56
51649,12,16.73,0.81,10.67
47503,9,3.93,0.81,11.01
14812,12,10.04,0.77,2.08
13354,9,8.01,0.88,4.85
9139,12,21.14,0.49,5.1
47236,12,17.72,0.84,8.9
51362,12,21.32,0.68,4.6
33428,12,19.1,0.8,6.52
59732,9,25.85,0.4,10.56
43053,35,22.26,0.54,16.63
34346,35,1.13,0.86,5.54
11217,35,1.14,0.85,7.82
59736,35,5.0,0.9,10.82
38351,35,7.71,0.69,12.54
41313,12,7.04,0.56,14.28
50769,35,5.07,0.87,4.83
13658,9,5.63,0.87,6.99
3157,13,11.11,0.93,0.0
54935,35,10.05,0.93,11.21
35586,9,12.78,0.7,20.64
17885,35,17.64,0.67,0.14
57381,12,15.05,0.87,3.19
47810,12,22.2,0.38,15.15
33761,12,23.79,0.32,10.11
5228,9,14.93,0.87,8.05
54083,12,17.89,0.77,12.77
